,Unnamed: 0,title,company,location,salary,summary
308,50,"Design Technologist, UX, Shopping Design",Amazon.com Services LLC,"Seattle, WA+13 locations",,Evaluate and document any new creative and/or engineering standards or patterns that could arise from your work.Experience with retail and e-commerce design.
309,51,Senior Design Technologist,Zonar Systems,"Seattle, WA 98188",,Build a scaleable code-based design system and pattern library that has UX intention baked directly into it in the form of component granularity and code…
310,52,"Sr. Product Manager - Tech, Video Advertising Supply team",Amazon Advertising LLC,"Seattle, WA",,We’re also looking for a technologist who is passionate about learning and identifying technical capabilities that enable the team to build systems for the long…
311,53,Sr. Design Technologist,eBay Inc.,"Bellevue, WA (Downtown area)",,"Qualifications6+ years of experience working as front-end developer, design technologist or similar role.In this position, you’ll have a significant impact on…"
312,54,Design Technologist - SMB,Indeed,"Seattle, WA",,Design Technologists build experiments through the creation of tooling and code; identify and refine design concepts through technical and creative insight;…
313,55,newMarketing Technologist-Events,Microsoft,"Redmond, WA 98052 (Overlake area)+1 location",,"Helping to ramp up, train, support and mentor marketing technologists around the company.Microsoft’s Global Demand Center (GDC) is responsible for driving…"
314,56,"Design Technologist, UX, Shopping Design",Amazon.com Services LLC,"Seattle, WA+13 locations",,Evaluate and document any new creative and/or engineering standards or patterns that could arise from your work.Experience with retail and e-commerce design.
315,57,Senior Design Technologist,Zonar Systems,"Seattle, WA 98188",,Build a scaleable code-based design system and pattern library that has UX intention baked directly into it in the form of component granularity and code…
316,58,Sr. Design Technologist,eBay Inc.,"Bellevue, WA (Downtown area)",,"Qualifications6+ years of experience working as front-end developer, design technologist or similar role.In this position, you’ll have a significant impact on…"
317,59,"Sr. Product Manager - Tech, Video Advertising Supply team",Amazon Advertising LLC,"Seattle, WA",,We’re also looking for a technologist who is passionate about learning and identifying technical capabilities that enable the team to build systems for the long…
318,60,Design Technologist - SMB,Indeed,"Seattle, WA",,Design Technologists build experiments through the creation of tooling and code; identify and refine design concepts through technical and creative insight;…
319,0,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
320,1,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
321,2,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
322,3,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
323,4,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
324,5,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
325,6,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
326,7,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
327,8,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
328,9,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
329,10,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
330,11,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
331,12,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
332,13,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
333,14,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
334,15,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
335,16,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
336,17,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
337,18,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
338,19,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
339,20,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
340,21,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
341,22,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
342,23,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
343,24,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
344,25,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
345,26,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
346,27,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
347,28,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
348,29,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
349,30,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
350,31,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
351,32,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
352,33,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
353,34,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
354,35,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+1 location",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
355,36,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
356,37,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
357,38,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
358,39,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
359,40,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
360,41,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
361,42,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
362,43,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
363,44,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
364,45,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
365,46,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
366,47,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
367,48,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
368,49,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
369,50,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
370,51,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
371,52,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
372,53,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
373,54,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
374,55,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
375,56,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
376,57,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
377,58,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
378,59,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
379,60,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
380,61,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
381,62,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
382,63,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
383,64,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
384,65,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
385,66,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
386,67,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
387,68,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
388,69,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
389,70,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
390,71,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
391,72,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
392,73,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
393,74,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
394,75,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+1 location",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
395,76,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
396,77,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
397,78,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
398,79,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
399,0,Creative Technologist,Burberry,London,,Contribute proactively to creative brainstorms and workshops.Support creative team with the “art of the possible”.
400,1,Head of Production - Creative Lab EU - GBM,TikTok,London,,"Sell production as a creative resource and ensure production starts upstream.You will cultivate a collaborative environment in which producers, technologists,…"
401,2,PA to creative director/founder,Jason Bruges Studio,London,,"Experience within a busy creative environment.He leads a pioneering team of architects, designers, creative technologists, programmers, computational designers…"
402,3,Middle Creative,"The Ogilvy Group, LLC",Hybrid remote in London SE1,,25 days annual leave + 1 Volunteer Day.We have a flexible working policy with core working hours (10am – 4pm) and have launched our 2 Hybrid Working model.
403,4,Architectural Technologist,HLM Architects,London E1,,You will have good technical skills and be able to work as part of a team efficiently.Working as an Architectural Technologist on UK and international projects…
404,5,Creative Technologist,Syneos Health Commercial Solutions,London,,The Creative Technologist is responsible for producing creative and innovative offerings in the healthcare space for Syneos Health EU Communications.
405,6,Software Engineering,"JPMorgan Chase Bank, N.A.",London,,"BS/BA degree or equivalent experience.Mastery of application, data, and infrastructure architecture disciplines."
406,7,Childrenswear Garment Technologist,Burberry,London,,"Understanding of production methods, production cycle and garment construction.Knowledge of global CHW safety requirements and legislation."
407,8,newArchitectural technologist,Brewer Smith Brewer Group,London,,"Our architectural expertise is dependent upon the adoption of a highly creative outlook, combined with a methodical and technically astute approach."
408,9,newApplication Integration Engineer - Client Connectivity,Morgan Stanley,London,,EDUCATION LEVEL: Bachelor's Degree.JOB: Production Management and Operational Support.Client Connectivity Services is responsible for the global connectivity…
409,10,"Creative Technologist, Global Marketing Innovation",Universal Music Group,London N1C,,Actively participate in creative brainstorm sessions related to social media platforms and artist campaigns.Proven track record in a similar role.
410,11,Development Technologist,Bakkavor,London,"£28,000 a year",Innovate new products and processes in response to customer briefs to maintain and grow a creative catalogue of products for our customers.
411,12,newRadiopharmacy - Quality Assurance Manager,Barts Health NHS Trust,London EC1A,"£54,223 - £60,316 a year",The post-holder should possess creative problem solving skills and the motivation to adopt and drive change.The successful candidate will undertake and oversee…
412,13,newSponsorships and Events Manager - Chase UK,"JPMorgan Chase Bank, N.A.",London,,This role will have the advantage of working in a highly collaborative and agile marketing tribe and would appeal to someone used to working with multiple…
413,14,"Editorial Intern, Strategist UK","Vox Media, LLC",London,,The ideal candidate must be able to work 4 days per week (32 hours per week) for 3 months.Updating a selection of top-trafficked stories with alternative links…
414,15,newKnitwear & Jersey Designer,Alfred Dunhill,London,,"To interface with garment technologists w. regards to size specifications, technical construction, and the suitability of fabric for end use."
415,16,Architectural Technician (London),Eat Work Art,London,,"You will be expected to produce the technical documents required for Building Regulations, tender and construction and have experience of contract…"
416,17,newCreative Manager (Brand Partnerships),Universal Music Group,London N1C,,"They have their finger on the pulse of creative trends in digital marketing.Exceptional design aesthetic, ensuring all creative output adheres to brand and…"
417,18,newSenior architect/technologist,Brewer Smith Brewer Group,London,,"Our architectural expertise is dependent upon the adoption of a highly creative outlook, combined with a methodical and technically astute approach."
418,19,newDesigner,Nesta,Hybrid remote in London,,"With the remainder focused on being part of a Nesta-wide community of designers and technologists, your own professional development and furthering Nesta’s…"
419,20,"Senior Manager, Contact Centre Technologist, Deloitte Digita...",Deloitte,London,,"Including: customer and channel strategy, customer experience design, designing new service capabilities and operations, mobile, online and contact centre…"
420,21,newCorporate Responsibility Marketing Manager,"JPMorgan Chase Bank, N.A.",London,,"This position would suit someone who is dynamic, creative and passionate about our communities, driving brand purpose and delivering high impact through-the…"
421,22,Client Services Assistant,Deluxe Media,London,,Reports to Client Services and Traffic manager.Runners are required to support to our Client Services Manager in providing a high calibre hospitality service…
422,23,Junior Art Director,HAVI,London SE1,,Demonstrates an interest in agency-wide projects outside the creative department.Navigate briefing sessions in a way that sets up the creative process for…
423,24,Fabrication Lab Technologist: Software Developer,University of Westminster,London,,"We are looking for staff with a creative approach to innovative and experimental work, and a desire to keep developing in this rapidly expanding area."
424,25,frog - Midweight Service Designer,Capgemini Invent,London,,"Frog partners with customer-centric enterprises to drive sustainable growth, by building and orchestrating experiences at scale, while harnessing the power of…"
425,26,"newSenior Design Technologist , Alexa Shopping",Amazon UK Services Ltd.,London,,"Familiar with creative ideation and brainstorm sessions with internal and external partners.Familiarity with Augmented Reality, Virtual Reality, Alexa, Voice…"
426,27,newfrog - Brand Designer,Capgemini Invent,London,,"Work closely with senior team members to execute the design craft and creative vision.You have a proven ability to produce cutting edge creative work, and a…"
427,28,Design Ops - Studio Operations and Tooling Manager,"JPMorgan Chase Bank, N.A.",London,,"Our growing 200+ Digital Experience Design team (DXD) includes UX and visual designers, service designers, researchers and creative technologists spread across…"
428,29,Junior Product Designer - QuantumBlack Labs,McKinsey & Company,London,,"These tools draw on the latest insights from our client work and research & development efforts, and deliver solutions as part of delightful experiences."
429,30,Lead Facilitator (ASE),Capgemini,Hybrid remote in London,,"You will be supporting our clients to drive transformation across their business, coach and guide senior leaders to be bold, as well as playing an integral part…"
430,31,Architectural Technologist,AECOM,Hybrid remote in London,,"We are offering a competitive salary plus generous benefits, and the opportunity to work on a variety of exciting projects in a wide range of sectors."
431,32,Strategists Wanted!,RAPP,London,,"Strong creative judgement and an opinion.RAPP is an integral part of Omnicom’s Precision Marketing Group, comprising 4,000 creatives, technologists,…"
432,33,"Software Architect, Global Banking Platform (London)","JPMorgan Chase Bank, N.A.",London,,"With your deep knowledge of software design, analysis, development, testing, and operations, your will have technology leadership role to build and shape a high…"
433,34,Strategy Manager,BBC,Hybrid remote in London W1A,,"We are a creative, innovative team drawing on data, insight and information to help advise BBC management on how the BBC’s content and services should evolve."
434,35,Global Platform Lead (Asset Movements),"JPMorgan Chase Bank, N.A.",London,,You will lead a highly inspired and inquisitive team of technologists who are already developing and deploying applications to the highest standards.
435,36,Office of AI Scholarship - QuantumBlack,McKinsey & Company,London,,These tools draw on the latest insights from our client work and research & development efforts and deliver solutions as part of delightful experiences.
436,37,Equities Technology Business Management Support - Associate,"JPMorgan Chase Bank, N.A.",London,,Primary function of the role is to provide comprehensive financial and strategic support to the Equities Technology organization.
437,38,newMid-Level Creative,Jack Morton,London,,"You will work closely with a diverse and talented team of designers, strategists, film and content makers and technologists."
438,39,frog - MarTech Consultant,Capgemini Invent,London,,"Frog partners with customer-centric enterprises to drive sustainable growth, by building and orchestrating experiences at scale, while harnessing the power of…"
439,40,Account Management,RAPP,London,,"RAPP is an integral part of Omnicom’s Precision Marketing Group, comprising 4,000 creatives, technologists, strategists, and data and marketing scientists…"
440,41,Financial Services Consultant - Non-Financial Risk & Regulat...,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
441,42,Management Consultant - Workforce Transformation,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
442,43,newC++ Developer,Morgan Stanley,London,,Pragmatic and creative problem-solving skills and a positive attitude.We are seeking strong technologists with C++ skills in a Linux server-side environment.
443,44,newMarketing Researcher - Employer Brand,PeopleScout,London,,"An integral part of the team, you'll conduct qualitative research activities (focus groups, 1-2-1 interviews, workshops), that will help us provide analysis and…"
444,45,frog - Senior Service Designer,Capgemini Invent,London,,Comfort working closely with product designers and technologists.Enough tech and digital know-how to hold a high-level conversation with a technologist.
445,46,Internal Communications Manager - Chase UK,"JPMorgan Chase Bank, N.A.",London,,Work closely with in-house and agency teams to produce creative assets.JPMorgan Chase's new digital bank in the U.K. is seeking an experienced and talented…
446,47,"Product Lead, Platinion (Digital BCG)",Boston Consulting Group,London,,This will involve organising & facilitating ideation and incubation sessions to uncover creative and disruptive digital solutions.
447,48,U.K. Market Lead of SME- Banking and Lending - Chase UK,"JPMorgan Chase Bank, N.A.",London,,"Defining market and revenue opportunities for a specific customer segment, market and/or product.Experience in developing and managing go-to-market plans."
448,49,VFX Compositor,Deluxe Media,London,,Demonstrate the ability to communicate creative and technical thoughts and ideas.Preferably 12 months+ experience in TV VFX.
449,50,Personal Assistant,bp,London,,"Engineers, technologists, scientists and entrepreneurs‎.This role reports to VP of Market Platforms & Midstream Digital Portfolio Delivery."
450,51,Product Engineer / Technologist,Chilly’s,Remote in London,,"You will also be required to oversee the product quality process to ensure that all products are safe, legal and fit for purpose as well as ensuring all…"
451,52,"Creative Director, Experience Design",Apple,London,,"The ability to collaborate with other team members such as writers, designers, developers and creative technologists."
452,53,"Business Analyst, Software Asset Management, Global, London",Deloitte,London,,The Software Asset Management (SAM) Analyst position reports directly to the Software Asset Manager.This individual will support the license tracking and…
453,54,frog - Management Consultant - Marketing,Capgemini Invent,London,,"Frog partners with customer-centric enterprises to drive sustainable growth, by building and orchestrating experiences at scale, while harnessing the power of…"
454,55,Site Reliability Engineer,"JPMorgan Chase Bank, N.A.",London,,"As a Site Reliability Engineer (SRE) you will help build a meaningful engineering discipline, combining software and systems to develop creative engineering…"
455,56,"newOffice Manager, UK",Huma,Temporarily Remote in London,,"Ensuring all supplies in the kitchen, stationery cupboard, meeting rooms are well and truly stocked.Visits to the Huma office, whether external or internal,…"
456,57,newLead Visual Designer - VP,"JPMorgan Chase Bank, N.A.",London,,"Our growing 200+ Digital Experience Design team (DXD) includes UX and visual designers, service designers, researchers and creative technologists spread across…"
457,58,"newBusiness Architecture and Analysis, Technology Business Anal...",EY,London SE1,,Knowledgeable and capable of conducting and handling requirements of varying complexity through its lifecycle and validating or presenting with business…
458,59,Freelance Live Unit Subtitler,Deluxe Media,London,,"The department operates a 24 x 7 x 365 service and, as such, there is a requirement to work shifts, which currently include a mixture of weekend and split…"
459,60,Director - Intelligent Process Excellence,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
460,61,Product Manager - Healthcare,RAPP,London,,We’re looking for an experienced Product Manager to play a lead role in delivering a high-profile Pharmaceutical website/hub for a global healthcare client.
461,62,Technologist,Conrad Consulting,Remote in London,,An opportunity now exists for an experienced Architectural Technologist with a passion for high-end residential design to become a part of their collaborative &…
462,63,newJava Software Engineer - Graphite Payment Management,"JPMorgan Chase Bank, N.A.",London,,"The JP Morgan payment processing platform Graphite is at the very heart of large portion of payments made throughout the world on a daily basis, including…"
463,64,Creative Technologist / Digital Designer,PLAYGROUND XYZ,London,,Sit in on creative kick-off meetings or brainstorm and offer expert advice.Working with our cutting edge Attention tracking technology to determine best…
464,65,Quality Assurance Lead,EY,London SE1,,"Have overall responsibility for Quality across a wide portfolio of systems and services.Be responsible for the development, deployment of a standard, robust, …"
465,66,Testing Assurance Lead,EY,London SE1,,"Have overall responsibility for Testing excellence across a wide portfolio of systems and services.Be responsible for the development, deployment of a standard…"
466,67,newDirector of Product Design | Sydney-based,Canva,Remote in London,,We understand our community needs; envision the future; and drive the most simple design solutions that integrate across our entire product.
467,68,"Account Executive, Energy and Technology",Financial Times,London,,Utilise marketing and new business tools e.g. LinkedIn Sales Navigator to drive your own client patch and support the wider Energy and Tech teams’ patches.
468,69,Management Consultant - Operating Model Strategy - London,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
469,70,Director - Procurement,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
470,71,newProject Manager / Fleet Enablement Lead,Morgan Stanley,London,,"The Commodities Technology team is seeking a Project Manager (PMO) and Fleet Enablement Lead (FEL), to support the team in delivering a broad range of trading…"
471,72,Product Manager - QuantumBlack Labs,McKinsey & Company,London,,"A Collaborative, Multi-disciplinary Environment– Our teams include machine learning engineers, creative technologists, product managers, and designers with…"
